Product ID,Brand,Model,Display Name,Description,Type,Gender,Material,Retail Price,Thumbnail URL,Image 1 URL,Image 2 URL,Image 3 URL,StockX Link,Description Done,Color
P0407,adidas,adidas NMD R1,adidas NMD R1 Grey,"The adidas NMD R1 for men blends contemporary street style with everyday running performance. A seamless Primeknit upper wraps the foot for breathable support and a sock-like fit, while the streamlined silhouette keeps the look modern and versatile. Designed for running, it delivers lightweight comfort and responsive movement for training or daily wear. Clean lines and subtle branding make these trainers as stylish as they are comfortable, ideal for runners who want performance without sacrificing urban style.",Running,men,Primeknit,$140.00 ,https://images.stockx.com/images/adidas-NMD-R1-Grey.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1657956087,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fadidas-nmd-r1-grey,TRUE,Grey
P0408,Reebok,Reebok Aztrek Double Mix,Reebok Aztrek Double Mix Cold Grey Modern Beige (Women's),"The Reebok Aztrek Double Mix blends retro style and everyday comfort for women. Built with a suede/mesh upper, these casual sneakers offer breathable support and a textured, layered look that elevates day-to-day outfits. Designed for relaxed urban wear, they pair easily with jeans or athleisure for weekend errands, walks, or coffee dates. Thoughtful construction and padded collar deliver comfortable all-day wear, while the vintage-inspired silhouette keeps your wardrobe feeling fresh and stylish.",Casual,women,Suede/Mesh,$100.00 ,https://images.stockx.com/images/Reebok-Aztrek-Double-Mix-Cold-Grey-Modern-Beige-Womens.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1714967698,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Freebok-aztrek-double-mix-cold-grey-modern-beige-womens,TRUE,Pink/White
P0409,Converse,Converse All Star Coinloafer,Converse All Star Coinloafer Leather Black White,"Step out in the Converse All Star Coinloafer, a men's leather casual shoe that blends classic loafer style with modern street sensibility. The smooth leather upper and clean coin-loafer silhouette make it ideal for everyday casual wear, from errands to relaxed office days. Designed for style and comfort, it offers an easy slip-on fit and a sturdy sole that keeps you confident on the move. Versatile and refined, it pairs effortlessly with jeans, chinos or smart-casual outfits.",Casual,men,Leather,$65.00 ,https://images.stockx.com/images/Converse-All-Star-Coinloafer-Leather-Black-White.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1772844927,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fconverse-all-star-coinloafer-leather-black-white,TRUE,Black
P0410,Puma,Puma Calibrate Runner Luxe,Puma Calibrate Runner Luxe Black,"The Puma Calibrate Runner Luxe is a men's running shoe that blends sleek style with everyday comfort. Lightweight mesh upper offers breathability and a supportive fit for training runs or city miles, while a streamlined silhouette keeps your look modern whether you're on the track or out running errands. Designed for running, it provides responsive movement and secure lockdown without sacrificing all-day comfort. Versatile and stylish, this sneaker pairs performance intent with refined aesthetics for the active man.",Running,men,Mesh,$90.00 ,https://images.stockx.com/images/Puma-Calibrate-Runner-Luxe-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1645206871,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fpuma-calibrate-runner-luxe-black,TRUE,Blue
P0411,Vans,Vans Sk8-Hi,Vans Sk8-Hi Black White,"The Vans Sk8-Hi Black/White is a high-top skate shoe with suede and canvas uppers and a rubber outsole. It has a lace-up closure, reinforced stitching across the toe box and side panels, and the white side stripe. A padded collar provides ankle support, while the rubber sole offers grip and durability. Branding includes a red ""Vans Off The Wall"" logo on the tongue and midsole. The black-and-white colorway highlights the contrast between the upper materials and the stripe.",Skate,men,Suede/Canvas,$70.00 ,https://images.stockx.com/images/Vans-Sk8-Hi-Black-White-Product.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/Vans-Sk8-Hi-Black-White/Images/Vans-Sk8-Hi-Black-White/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635320349,https://images.stockx.com/360/Vans-Sk8-Hi-Black-White/Images/Vans-Sk8-Hi-Black-White/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635320349,https://images.stockx.com/360/Vans-Sk8-Hi-Black-White/Images/Vans-Sk8-Hi-Black-White/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635320349,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fvans-sk8-hi-black-white,TRUE,Black/White
P0412,New Balance,New Balance Fresh Foam 880v15,New Balance Fresh Foam 880v15 Reflection Urgent Red Earth Shadow (Women's),"The New Balance Fresh Foam 880v15 for women combines breathable mesh construction with a sleek, athletic silhouette designed for running. The mesh upper delivers airflow and a snug, supportive fit, while the design balances style and comfort for training sessions or everyday wear. Lightweight and durable, these runners provide reliable support for road miles and gym workouts, making them a versatile choice for runners who want both performance-ready function and modern style.",Running,women,Mesh,$130.00 ,https://images.stockx.com/images/New-Balance-Fresh-Foam-880v15-Reflection-Urgent-Red-Earth-Shadow-Womens.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1752049625,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnew-balance-fresh-foam-880v15-reflection-urgent-red-earth-shadow-womens,TRUE,Red
P0413,ASICS,ASICS Gel-Cumulus 23,ASICS Gel-Cumulus 23 Black White (2E),"Step into the ASICS Gel-Cumulus 23, a men's running shoe designed for daily training and longer road runs. The breathable mesh upper keeps feet cool while providing a secure fit, and the shoe delivers balanced support and a comfortable ride mile after mile. Clean, modern styling pairs performance with everyday wearability, making it a versatile pick for runners who value both style and comfort. Lightweight construction and thoughtful fit make this model a dependable choice for regular runners.",Running,men,Mesh,$120.00 ,https://images.stockx.com/images/ASICS-Gel-Cumulus-23-Black-White-2E.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1645206868,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fasics-gel-cumulus-23-black-white-2e,TRUE,Purple
P0414,Fila,Fila Mindblower,Fila Mindblower American Rag (Women's),"Step out in bold Fila Mindblower sneakers designed for women who prioritize fashion. Made from leather and synthetic materials, these fashion-type kicks combine chunky, retro-inspired style with a comfortable fit for everyday wear. The multi-layered upper and sturdy sole deliver visual impact while providing supportive, wearable comfort throughout the day. Pair them with jeans or a dress to amplify street-ready looks; these Mindblowers are perfect for fashion-focused outfits that demand both statement style and reliable comfort.",Fashion,women,Leather/Synthetic,$75.00 ,https://images.stockx.com/images/Fila-Mindblower-American-Rag-W.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1626900708,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Ffila-mindblower-american-rag-w,TRUE,White/Blue
P0415,Skechers,Skechers Summits Sandal Blooming Bright,Skechers Summits Sandal Blooming Bright Navy Multi (Women's),"Step into everyday comfort with the Skechers Summits Sandal Blooming Bright, a women's walking sandal designed for style and all-day wear. The breathable mesh upper keeps feet cool while offering a lightweight feel, and adjustable straps provide a secure, personalized fit. Fashion-forward floral accents add a bright, feminine touch that pairs easily with casual outfits. Ideal for walks, errands, and warm-weather outings, this sandal balances stylish design with comfortable support for active days on the go.",Walking,women,Mesh,$60.00 ,https://images.stockx.com/images/Skechers-Summits-Sandal-Blooming-Bright-Navy-Multi-Womens.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1776070220,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fskechers-summits-sandal-blooming-bright-navy-multi-womens,TRUE,Black/Pink
P0416,Nike,Nike Air Max 97,Nike Air Max 97 Black White Anthracite,"The Nike Air Max 97 in black and white features full-length Max Air cushioning for impact protection and a synthetic upper that balances lightweight feel with durability. Design details include signature ripple lines and reflective piping, plus welded overlays for structural support. A rubber outsole provides traction on varied surfaces. The Swoosh is rendered in white. Overall construction emphasizes practical performance and recognizable styling suitable for everyday wear.",Running,men,Leather/Synthetic,$170.00 ,https://images.stockx.com/images/Nike-Air-Max-97-Black-White-Anthricite-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/Nike-Air-Max-97-Black-White-Anthricite/Images/Nike-Air-Max-97-Black-White-Anthricite/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635168237,https://images.stockx.com/360/Nike-Air-Max-97-Black-White-Anthricite/Images/Nike-Air-Max-97-Black-White-Anthricite/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635168237,https://images.stockx.com/360/Nike-Air-Max-97-Black-White-Anthricite/Images/Nike-Air-Max-97-Black-White-Anthricite/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635168237,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-air-max-97-black-white-anthricite,TRUE,Black
P0417,adidas,adidas ZX 2K Boost,adidas ZX 2K Boost White Pink (Women's),"The adidas ZX 2K Boost for women blends street-ready style with everyday comfort. Designed as a casual sneaker for daily wear, it’s perfect for errands, city strolls and relaxed weekends. A breathable mesh and synthetic upper provides lightweight support and a modern silhouette, while cushioned padding around the collar and insole delivers all-day comfort. Clean lines and subtle detailing make this pair easy to style with jeans, skirts or athleisure looks for a polished, comfortable finish.",Casual,women,Mesh/Synthetic,$150.00 ,https://images.stockx.com/images/adidas-ZX-2K-Boost-White-Pink-W.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1623804957,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fadidas-zx-2k-boost-white-pink-w,TRUE,White/Pink
P0418,Reebok,Reebok Club C Revenge,Reebok Club C Revenge White Green Navy,"The Reebok Club C Revenge brings timeless court-inspired style to everyday wear. Crafted in smooth leather, this men's casual sneaker offers a clean silhouette that pairs effortlessly with jeans or chinos. Subtle branding and refined lines give it a versatile, understated look while a padded collar and supportive fit deliver all-day comfort for walking around town or weekend outings. Durable materials and classic styling make it a go-to choice for anyone seeking relaxed, stylish footwear for daily casual use.",Casual,men,Leather,$80.00 ,https://images.stockx.com/images/Reebok-Club-C-Revenge-White-Green-Navy.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1734381802,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Freebok-club-c-revenge-white-green-navy,TRUE,White/Green
P0419,Converse,Converse Chuck Taylor All Star 70 Hi,Converse Chuck Taylor All Star 70 Hi Black Sedona Red,"Step into timeless style with the Converse Chuck Taylor All Star 70 Hi. This men's casual high-top is crafted from sturdy canvas for breathable everyday wear and features a durable rubber sole for reliable traction. Designed for casual use, it pairs effortlessly with jeans or shorts, delivering iconic street style and lasting comfort. The high-top silhouette and classic details make it a versatile staple that elevates everyday outfits while keeping your feet comfortable all day long.",Casual,men,Canvas,$85.00 ,https://images.stockx.com/images/Converse-Chuck-70-High-Black-Sedonia-Red.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1626899545,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fconverse-chuck-70-high-black-sedonia-red,TRUE,Red
P0420,Puma,Puma Cali Sport,Puma Cali Sport Pastel Mix Elektro Peach (Women's),"The Puma Cali Sport for women blends premium leather construction with a modern, street-ready silhouette designed for lifestyle wear. Smooth leather upper and low-top profile create a sleek, versatile look that elevates everyday outfits, from city strolls to casual weekends. Thoughtful details like a padded collar and supportive rubber sole deliver all-day comfort, while the bold yet understated style keeps outfits fresh and contemporary. A perfect choice for women seeking style and comfort in everyday footwear.",Lifestyle,women,Leather,$80.00 ,https://images.stockx.com/images/Puma-Cali-Sport-Pastel-Mix-Elektro-Peach-W.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1661765922,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fpuma-cali-sport-pastel-mix-elektro-peach-w,TRUE,Black/White
P0421,Vans,Vans Slip-On,Vans Slip-On Checkerboard Black White,The Vans Slip-On Checkerboard has a canvas upper in a black-and-white checkerboard pattern with a small branded Vans tab. This slip-on shoe has a laceless construction and rests on a white-and-gum waffle cup sole that includes a red heel patch. The combination of patterned canvas upper and waffle cup sole provides a straightforward profile suited to everyday casual wear and occasions.,Skate,men,Canvas,$50.00 ,https://images.stockx.com/images/Vans-Slip-On-Checkerboard-2019-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/Vans-Slip-On-Checkerboard-2019/Images/Vans-Slip-On-Checkerboard-2019/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635253512,https://images.stockx.com/360/Vans-Slip-On-Checkerboard-2019/Images/Vans-Slip-On-Checkerboard-2019/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635253512,https://images.stockx.com/360/Vans-Slip-On-Checkerboard-2019/Images/Vans-Slip-On-Checkerboard-2019/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635253512,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fvans-slip-on-checkerboard-2019,TRUE,Black/White
P0422,New Balance,New Balance Fresh Foam More v2,New Balance Fresh Foam More v2 Black Magnet,"The New Balance Fresh Foam More v2 men's running shoe pairs minimalist style with everyday performance. A breathable mesh upper keeps your feet cool while the roomy fit and generous cushioning deliver comfort mile after mile. Built for running, it provides stable support during long training sessions and weekend routes. Clean lines and subtle branding give it a versatile, sporty look you can wear beyond the track. Lightweight and comfortable, it’s a reliable choice for runners seeking style and all-day comfort.",Running,men,Mesh,$165.00 ,https://images.stockx.com/images/New-Balance-Fresh-Foam-More-v2-Black-Magnet.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1626898926,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnew-balance-fresh-foam-more-v2-black-magnet,TRUE,Grey
P0423,ASICS,ASICS GT-2000 10,ASICS GT-2000 10 Thunder Blue,"Step out in the ASICS GT-2000 10, a men's running shoe designed for daily training and longer runs. The breathable mesh upper keeps feet cool while providing a secure fit, and the shoe blends contemporary style with everyday comfort for street and track. Lightweight construction and a supportive shape help deliver steady performance mile after mile. Whether you're logging runs or dressing down for casual wear, the GT-2000 10 offers reliable running-focused design with modern style and lasting comfort.",Running,men,Mesh,$120.00 ,https://images.stockx.com/images/ASICS-GT-2000-10-Thunder-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/ASICS-GT-2000-10-Thunder-Blue/Images/ASICS-GT-2000-10-Thunder-Blue/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1692091179,https://images.stockx.com/360/ASICS-GT-2000-10-Thunder-Blue/Images/ASICS-GT-2000-10-Thunder-Blue/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1692091179,https://images.stockx.com/360/ASICS-GT-2000-10-Thunder-Blue/Images/ASICS-GT-2000-10-Thunder-Blue/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1692091179,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fasics-gt-2000-10-thunder-blue,TRUE,Blue
P0424,Fila,Fila Original Fitness,Fila Original Fitness White Navy Red,"Step out in classic style with the Fila Original Fitness — a men's leather sneaker designed for fashion-forward everyday wear. Smooth leather uppers provide a clean, premium look that pairs easily with casual and smart-casual outfits. The low-profile silhouette emphasizes style while a supportive fit and padded collar deliver reliable comfort for all-day use. Perfect for city walks, social outings, or elevating your weekend wardrobe, these sneakers bring timeless Fila design and versatile comfort to your rotation.",Fashion,men,Leather,$60.00 ,https://images.stockx.com/images/Fila-Original-Fitness-White-Navy-Red.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1626900681,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Ffila-original-fitness-white-navy-red,TRUE,White
P0425,Nike,Nike Air Force 1 Low '07,Nike Air Force 1 Low '07 White Python (Women's),"The Nike Air Force 1 White Python has a premium leather upper finished with a white python texture for a distinctive surface appearance. The shoe includes a padded collar and tongue to enhance comfort during wear, and a durable rubber outsole designed to deliver reliable traction and long-term durability. Construction and materials focus on durability and everyday use while maintaining the Air Force 1’s recognizable proportions and profile.",Basketball,women,Leather,$90.00 ,https://images.stockx.com/images/Nike-Air-Force-1-White-Python-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/Nike-Air-Force-1-White-Python/Images/Nike-Air-Force-1-White-Python/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1666164236,https://images.stockx.com/360/Nike-Air-Force-1-White-Python/Images/Nike-Air-Force-1-White-Python/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1666164236,https://images.stockx.com/360/Nike-Air-Force-1-White-Python/Images/Nike-Air-Force-1-White-Python/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1666164236,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-air-force-1-white-python,TRUE,White
P0426,adidas,adidas NMD R1,adidas NMD R1 Pink Gum (Women's),"Slip into the adidas NMD R1, a women's running shoe crafted with breathable Primeknit for a flexible, sock-like fit. Designed for running and everyday movement, it blends athletic performance with street-ready style. The lightweight construction and responsive feel deliver comfort across short runs, gym sessions and city days, while the sleek silhouette pairs easily with casual outfits. A supportive outsole and snug upper keep your foot secure so you can move confidently in comfort and contemporary style.",Running,women,Primeknit,$140.00 ,https://images.stockx.com/images/Adidas-NMD-R1-Pink-Gum-W.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1606940302,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fadidas-nmd-r1-pink-gum-w,TRUE,Pink
P0427,Reebok,Reebok Zig Kinetica,Reebok Zig Kinetica Black Citrus Glow (Women's),"Step into the Reebok Zig Kinetica, a women's running shoe designed for daily miles and street-ready style. The breathable mesh upper keeps feet cool and lightweight, while the sculpted midsole provides responsive support for runs, gym sessions and everyday wear. Clean lines and contemporary detailing bring standout style, and the contoured fit delivers reliable comfort mile after mile. Ideal for runners who want a balance of modern looks and performance-ready comfort without sacrificing on-breathability.",Running,women,Mesh,$120.00 ,https://images.stockx.com/images/Reebok-Zig-Kinetica-Black-Citrus-Glow-W.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1626900689,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Freebok-zig-kinetica-black-citrus-glow-w,TRUE,Black
P0428,Converse,Converse Jack Purcell,Converse Jack Purcell White,"The Converse Jack Purcell for men blends timeless style with everyday comfort. A breathable canvas upper sits on a durable rubber sole, making these sneakers ideal for casual wear — from weekend errands to laid-back social outings. The low-profile silhouette and signature smile toe cap lend classic, versatile style that pairs effortlessly with jeans or chinos. Lightweight and supportive, they deliver reliable comfort for daily use while keeping a clean, minimalist look in your rotation.",Casual,men,Canvas,$65.00 ,https://images.stockx.com/images/Converse-Jack-Purcell-White.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1659418289,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fconverse-jack-purcell-white,TRUE,White
P0429,Puma,Puma Clyde All-Pro,Puma Clyde All-Pro Black Pink Lady,"The Puma Clyde All-Pro delivers classic court style with modern performance. Built in durable leather, this men's basketball shoe offers a supportive fit and lasting wear for on-court play. Clean lines and iconic Puma detailing give a timeless, versatile look that transitions easily from game day to the street. Thoughtfully designed for comfort, it cushions and stabilizes the foot so you stay confident during quick cuts and long practices — a refined choice for players who want style and reliable comfort.",Basketball,men,Leather,$130.00 ,https://images.stockx.com/images/Puma-Clyde-All-Pro-Black-Pink-Lady-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/Puma-Clyde-All-Pro-Black-Pink-Lady/Images/Puma-Clyde-All-Pro-Black-Pink-Lady/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1685115738,https://images.stockx.com/360/Puma-Clyde-All-Pro-Black-Pink-Lady/Images/Puma-Clyde-All-Pro-Black-Pink-Lady/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1685115738,https://images.stockx.com/360/Puma-Clyde-All-Pro-Black-Pink-Lady/Images/Puma-Clyde-All-Pro-Black-Pink-Lady/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1685115738,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fpuma-clyde-all-pro-black-pink-lady,TRUE,Black
P0430,Vans,Vans Sk8-Hi,Vans Sk8-Hi Black White,"Vans Sk8-Hi in black and white is a high-top sneaker constructed from suede and canvas with a rubber outsole. The upper features stitched detailing across the toe box and side panels and a white side stripe. A padded collar adds ankle support, while the ""Vans Off The Wall"" logo appears in red on the tongue and on the midsole. The combination of materials and construction supports durability and regular use.",Skate,men,Canvas/Suede,$70.00 ,https://images.stockx.com/images/Vans-Sk8-Hi-Black-White-Product.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/Vans-Sk8-Hi-Black-White/Images/Vans-Sk8-Hi-Black-White/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635320349,https://images.stockx.com/360/Vans-Sk8-Hi-Black-White/Images/Vans-Sk8-Hi-Black-White/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635320349,https://images.stockx.com/360/Vans-Sk8-Hi-Black-White/Images/Vans-Sk8-Hi-Black-White/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635320349,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fvans-sk8-hi-black-white,TRUE,Black/White
P0431,New Balance,New Balance Fresh Foam X More Trail v3,New Balance Fresh Foam X More Trail v3 Chrome Blue Terrarium (Women's),"The New Balance Fresh Foam X More Trail v3 women's running shoe blends rugged trail capability with everyday style and comfort. A breathable mesh upper keeps feet cool while providing a secure fit for varied terrain. Built for running, its supportive construction helps you tackle trails and roads with confidence. Clean lines and thoughtful detailing deliver contemporary style, while cushioned underfoot feel and a stable platform prioritize comfort on long miles and casual outings.",Running,women,Mesh,$165.00 ,https://images.stockx.com/images/New-Balance-Fresh-Foam-More-Trail-v3-Chrome-Blue-Terrarium-Womens.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1758059486,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnew-balance-fresh-foam-more-trail-v3-chrome-blue-terrarium-womens,TRUE,Blue
P0432,ASICS,ASICS Gel-Kayano 29 Lite,ASICS Gel-Kayano 29 Lite Black New Leaf,"The ASICS Gel-Kayano 29 Lite for men blends streamlined style with everyday running performance. Lightweight mesh construction delivers breathable comfort and a secure fit, while the design focuses on smooth, confident strides for road and treadmill runs. Sleek lines and modern detailing make these trainers easy to wear beyond workouts, offering a balance of style and all-day comfort that supports your running routine and daily life.",Running,men,Mesh,$120.00 ,https://images.stockx.com/images/ASICS-Gel-Kayano-29-Lite-Black-New-Leaf.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1675077551,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fasics-gel-kayano-29-lite-black-new-leaf,TRUE,Black
P0433,Fila,Fila Mindblower,Fila Mindblower Liam Hodges Grey Red,"The Fila Mindblower blends retro attitude with everyday comfort, designed for fashion-forward men. Constructed with durable synthetic material, these sneakers deliver a distinctive layered silhouette and chunky profile that elevates street and casual outfits. Thoughtfully padded around the collar and tongue, they offer a comfortable fit for all-day wear without sacrificing style. Ideal for fashion use — from city strolls to weekend looks — the Mindblower pairs bold design with reliable comfort to complete modern urban ensembles.",Fashion,men,Synthetic,$70.00 ,https://images.stockx.com/images/Fila-Mindblower-Liam-Hodges-Grey-Red.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1626900755,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Ffila-mindblower-liam-hodges-grey-red,TRUE,Grey
P0434,Skechers,Skechers D'Lites Nostalgic Breeze,Skechers D'Lites Nostalgic Breeze White Silver (Women's),"The Skechers D'Lites Nostalgic Breeze for women blends retro style with everyday comfort. Crafted from leather/synthetic materials, this lifestyle sneaker offers a versatile silhouette that pairs easily with jeans, skirts, and athleisure. Softly padded collar and breathable lining provide all-day comfort, while the chunky sole gives a fashionable nod to classic '90s design. Ideal for casual wear and city strolls, it’s a stylish, comfortable choice for women looking to elevate everyday outfits without sacrificing ease.",Lifestyle,women,Leather/Synthetic,$65.00 ,https://images.stockx.com/images/Skechers-DLites-Nostalgic-Breeze-White-Silver-Womens.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1776083346,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fskechers-dlites-nostalgic-breeze-white-silver-womens,TRUE,White
